"symbol","pair","expiry","nomismaSymbol","classification"
"ETH1216","Exclude on Combined Table",,,
"ETH1223","Exclude on Combined Table",,,
"ETH0106","Exclude on Combined Table",,,
"ETH0113","Exclude on Combined Table",,,
"ETH0120","Exclude on Combined Table",,,
"ETH0203","Exclude on Combined Table",,,
"ETH0210","Exclude on Combined Table",,,
"ETH0217","Exclude on Combined Table",,,
"ETH0303","Exclude on Combined Table",,,
"ETH0310","Exclude on Combined Table",,,
"ETH0317","Exclude on Combined Table",,,
"ETH0324","Exclude on Combined Table",,,
"ETH0407","Exclude on Combined Table",,,
"ETH0414","Exclude on Combined Table",,,
"ETH0421","Exclude on Combined Table",,,
"ETH0505","Exclude on Combined Table",,,
"ETH0512","Exclude on Combined Table",,,
"ETH0519","Exclude on Combined Table",,,
"ETH0602","Exclude on Combined Table",,,
"ETH0609","Exclude on Combined Table",,,
"ETH0616","Exclude on Combined Table",,,
"ETH0623","Exclude on Combined Table",,,
"ETH0707","Exclude on Combined Table",,,
"ETH0714","Exclude on Combined Table",,,
"ETH0721","Exclude on Combined Table",,,
"ETH0804","Exclude on Combined Table",,,
"ETH0811","Exclude on Combined Table",,,
"ETH0818","Exclude on Combined Table",,,
"ETH0901","Exclude on Combined Table",,,
"ETH0908","Exclude on Combined Table",,,
"ETH0915","Exclude on Combined Table",,,
"ETH0922","Exclude on Combined Table",,,
"ETH1006","Exclude on Combined Table",,,
"ETH1013","Exclude on Combined Table",,,
"ETH1020","Exclude on Combined Table",,,
"ETH1103","Exclude on Combined Table",,,
"ETH1110","Exclude on Combined Table",,,
"ETH1117","Exclude on Combined Table",,,
"ETH1201","Exclude on Combined Table",,,
"ETH1208","Exclude on Combined Table",,,
"ETH1215","Exclude on Combined Table",,,
"ETH1222","Exclude on Combined Table",,,
"ETC0823","Exclude on Combined Table",,,
"ETC0906","Exclude on Combined Table",,,
"ETC0913","Exclude on Combined Table",,,
"ETC0920","Exclude on Combined Table",,,
"ETC1004","Exclude on Combined Table",,,
"ETC1011","Exclude on Combined Table",,,
"ETC1018","Exclude on Combined Table",,,
"ETC1101","Exclude on Combined Table",,,
"ETC1108","Exclude on Combined Table",,,
"ETC1115","Exclude on Combined Table",,,
"ETC1122","Exclude on Combined Table",,,
"ETC1206","Exclude on Combined Table",,,
"ETC1213","Exclude on Combined Table",,,
"ETC1220","Exclude on Combined Table",,,
"ETC0103","Exclude on Combined Table",,,
"ETC0110","Exclude on Combined Table",,,
"ETC0117","Exclude on Combined Table",,,
"ETC0124","Exclude on Combined Table",,,
"ETC0207","Exclude on Combined Table",,,
"ETC0214","Exclude on Combined Table",,,
"ETC0221","Exclude on Combined Table",,,
"ETC0306","Exclude on Combined Table",,,
"ETC0313","Exclude on Combined Table",,,
"ETC0320","Exclude on Combined Table",,,
"ETC0403","Exclude on Combined Table",,,
"ETC0410","Exclude on Combined Table",,,
"ETC0417","Exclude on Combined Table",,,
"ETC0501","Exclude on Combined Table",,,
"ETC0508","Exclude on Combined Table",,,
"ETC0515","Exclude on Combined Table",,,
"ETC0522","Exclude on Combined Table",,,
"ETC0605","Exclude on Combined Table",,,
"ETC0612","Exclude on Combined Table",,,
"ETC0619","Exclude on Combined Table",,,
"ETC0703","Exclude on Combined Table",,,
"ETC0710","Exclude on Combined Table",,,
"ETC0717","Exclude on Combined Table",,,
"ETC0724","Exclude on Combined Table",,,
"ETC0807","Exclude on Combined Table",,,
"ETC0814","Exclude on Combined Table",,,
"ETC0821","Exclude on Combined Table",,,
"ETC0904","Exclude on Combined Table",,,
"ETC0911","Exclude on Combined Table",,,
"ETC0918","Exclude on Combined Table",,,
"ETC1002","Exclude on Combined Table",,,
"ETC1009","Exclude on Combined Table",,,
"ETC1016","Exclude on Combined Table",,,
"ETC1023","Exclude on Combined Table",,,
"ETC1106","Exclude on Combined Table",,,
"ETC1113","Exclude on Combined Table",,,
"ETC1120","Exclude on Combined Table",,,
"ETC1204","Exclude on Combined Table",,,
"ETC1211","Exclude on Combined Table",,,
"ETC1218","Exclude on Combined Table",,,
"ETC0101","Exclude on Combined Table",,,
"ETC0108","Exclude on Combined Table",,,
"ETC0115","Exclude on Combined Table",,,
"ETC0122","Exclude on Combined Table",,,
"ETC0205","Exclude on Combined Table",,,
"ETC0212","Exclude on Combined Table",,,
"ETC0219","Exclude on Combined Table",,,
"ETC0305","Exclude on Combined Table",,,
"ETC0312","Exclude on Combined Table",,,
"ETC0319","Exclude on Combined Table",,,
"ETC0402","Exclude on Combined Table",,,
"ETC0409","Exclude on Combined Table",,,
"ETC0416","Exclude on Combined Table",,,
"ETC0423","Exclude on Combined Table",,,
"ETC0507","Exclude on Combined Table",,,
"ETC0514","Exclude on Combined Table",,,
"ETC0521","Exclude on Combined Table",,,
"ETC0604","Exclude on Combined Table",,,
"ETC0611","Exclude on Combined Table",,,
"ETC0618","Exclude on Combined Table",,,
"ETC0702","Exclude on Combined Table",,,
"ETC0709","Exclude on Combined Table",,,
"ETC0716","Exclude on Combined Table",,,
"ETC0723","Exclude on Combined Table",,,
"ETC0806","Exclude on Combined Table",,,
"ETC0813","Exclude on Combined Table",,,
"ETC0820","Exclude on Combined Table",,,
"ETC0903","Exclude on Combined Table",,,
"ETC0910","Exclude on Combined Table",,,
"ETC0917","Exclude on Combined Table",,,
"ETC1001","Exclude on Combined Table",,,
"ETC1008","Exclude on Combined Table",,,
"ETC1015","Exclude on Combined Table",,,
"ETC1022","Exclude on Combined Table",,,
"ETC1105","Exclude on Combined Table",,,
"ETC1112","Exclude on Combined Table",,,
"ETC1119","Exclude on Combined Table",,,
"ETC1203","Exclude on Combined Table",,,
"ETC1210","Exclude on Combined Table",,,
"ETC1217","Exclude on Combined Table",,,
"ETC1224","Exclude on Combined Table",,,
"ETC0107","Exclude on Combined Table",,,
"ETC0114","Exclude on Combined Table",,,
"ETC0121","Exclude on Combined Table",,,
"ETC0204","Exclude on Combined Table",,,
"ETC0211","Exclude on Combined Table",,,
"ETC0218","Exclude on Combined Table",,,
"ETC0304","Exclude on Combined Table",,,
"ETC0311","Exclude on Combined Table",,,
"ETC0318","Exclude on Combined Table",,,
"ETC0401","Exclude on Combined Table",,,
"ETC0408","Exclude on Combined Table",,,
"ETC0415","Exclude on Combined Table",,,
"ETC0422","Exclude on Combined Table",,,
"ETC0506","Exclude on Combined Table",,,
"ETC0513","Exclude on Combined Table",,,
"ETC0520","Exclude on Combined Table",,,
"ETC0603","Exclude on Combined Table",,,
"ETC0610","Exclude on Combined Table",,,
"ETC0617","Exclude on Combined Table",,,
"ETC0701","Exclude on Combined Table",,,
"ETC0708","Exclude on Combined Table",,,
"ETC0715","Exclude on Combined Table",,,
"ETC0722","Exclude on Combined Table",,,
"ETC0805","Exclude on Combined Table",,,
"ETC0812","Exclude on Combined Table",,,
"ETC0819","Exclude on Combined Table",,,
"ETC0902","Exclude on Combined Table",,,
"ETC0909","Exclude on Combined Table",,,
"ETC0916","Exclude on Combined Table",,,
"ETC0923","Exclude on Combined Table",,,
"ETC1007","Exclude on Combined Table",,,
"ETC1014","Exclude on Combined Table",,,
"ETC1021","Exclude on Combined Table",,,
"ETC1104","Exclude on Combined Table",,,
"ETC1111","Exclude on Combined Table",,,
"ETC1118","Exclude on Combined Table",,,
"ETC1202","Exclude on Combined Table",,,
"ETC1209","Exclude on Combined Table",,,
"ETC1216","Exclude on Combined Table",,,
"ETC1223","Exclude on Combined Table",,,
"ETC0106","Exclude on Combined Table",,,
"ETC0113","Exclude on Combined Table",,,
"ETC0120","Exclude on Combined Table",,,
"ETC0203","Exclude on Combined Table",,,
"ETC0210","Exclude on Combined Table",,,
"ETC0217","Exclude on Combined Table",,,
"ETC0303","Exclude on Combined Table",,,
"ETC0310","Exclude on Combined Table",,,
"ETC0317","Exclude on Combined Table",,,
"ETC0324","Exclude on Combined Table",,,
"ETC0407","Exclude on Combined Table",,,
"ETC0414","Exclude on Combined Table",,,
"ETC0421","Exclude on Combined Table",,,
"ETC0505","Exclude on Combined Table",,,
"ETC0512","Exclude on Combined Table",,,
"ETC0519","Exclude on Combined Table",,,
"ETC0602","Exclude on Combined Table",,,
"ETC0609","Exclude on Combined Table",,,
"ETC0616","Exclude on Combined Table",,,
"ETC0623","Exclude on Combined Table",,,
"ETC0707","Exclude on Combined Table",,,
"ETC0714","Exclude on Combined Table",,,
"ETC0721","Exclude on Combined Table",,,
"ETC0804","Exclude on Combined Table",,,
"ETC0811","Exclude on Combined Table",,,
"ETC0818","Exclude on Combined Table",,,
"ETC0901","Exclude on Combined Table",,,
"ETC0908","Exclude on Combined Table",,,
"ETC0915","Exclude on Combined Table",,,
"ETC0922","Exclude on Combined Table",,,
"ETC1006","Exclude on Combined Table",,,
"ETC1013","Exclude on Combined Table",,,
"ETC1020","Exclude on Combined Table",,,
"ETC1103","Exclude on Combined Table",,,
"ETC1110","Exclude on Combined Table",,,
"ETC1117","Exclude on Combined Table",,,
"ETC1201","Exclude on Combined Table",,,
"ETC1208","Exclude on Combined Table",,,
"ETC1215","Exclude on Combined Table",,,
"ETC1222","Exclude on Combined Table",,,
"XRP0823","Exclude on Combined Table",,,
"XRP0906","Exclude on Combined Table",,,
"XRP0913","Exclude on Combined Table",,,
"XRP0920","Exclude on Combined Table",,,
"XRP1004","Exclude on Combined Table",,,
"XRP1011","Exclude on Combined Table",,,
"XRP1018","Exclude on Combined Table",,,
"XRP1101","Exclude on Combined Table",,,
"XRP1108","Exclude on Combined Table",,,
"XRP1115","Exclude on Combined Table",,,
"XRP1122","Exclude on Combined Table",,,
"XRP1206","Exclude on Combined Table",,,
"XRP1213","Exclude on Combined Table",,,
"XRP1220","Exclude on Combined Table",,,
"XRP0103","Exclude on Combined Table",,,
"XRP0110","Exclude on Combined Table",,,
"XRP0117","Exclude on Combined Table",,,
"XRP0124","Exclude on Combined Table",,,
"XRP0207","Exclude on Combined Table",,,
"XRP0214","Exclude on Combined Table",,,
"XRP0221","Exclude on Combined Table",,,
"XRP0306","Exclude on Combined Table",,,
"XRP0313","Exclude on Combined Table",,,
"XRP0320","Exclude on Combined Table",,,
"XRP0403","Exclude on Combined Table",,,
"XRP0410","Exclude on Combined Table",,,
"XRP0417","Exclude on Combined Table",,,
"XRP0501","Exclude on Combined Table",,,
"XRP0508","Exclude on Combined Table",,,
"XRP0515","Exclude on Combined Table",,,
"XRP0522","Exclude on Combined Table",,,
"XRP0605","Exclude on Combined Table",,,
"XRP0612","Exclude on Combined Table",,,
"XRP0619","Exclude on Combined Table",,,
"XRP0703","Exclude on Combined Table",,,
"XRP0710","Exclude on Combined Table",,,
"XRP0717","Exclude on Combined Table",,,
"XRP0724","Exclude on Combined Table",,,
"XRP0807","Exclude on Combined Table",,,
"XRP0814","Exclude on Combined Table",,,
"XRP0821","Exclude on Combined Table",,,
"XRP0904","Exclude on Combined Table",,,
"XRP0911","Exclude on Combined Table",,,
"XRP0918","Exclude on Combined Table",,,
"XRP1002","Exclude on Combined Table",,,
"XRP1009","Exclude on Combined Table",,,
"XRP1016","Exclude on Combined Table",,,
"XRP1023","Exclude on Combined Table",,,
"XRP1106","Exclude on Combined Table",,,
"XRP1113","Exclude on Combined Table",,,
"XRP1120","Exclude on Combined Table",,,
"XRP1204","Exclude on Combined Table",,,
"XRP1211","Exclude on Combined Table",,,
"XRP1218","Exclude on Combined Table",,,
"XRP0101","Exclude on Combined Table",,,
"XRP0108","Exclude on Combined Table",,,
"XRP0115","Exclude on Combined Table",,,
"XRP0122","Exclude on Combined Table",,,
"XRP0205","Exclude on Combined Table",,,
"XRP0212","Exclude on Combined Table",,,
"XRP0219","Exclude on Combined Table",,,
"XRP0305","Exclude on Combined Table",,,
"XRP0312","Exclude on Combined Table",,,
"XRP0319","Exclude on Combined Table",,,
"XRP0402","Exclude on Combined Table",,,
"XRP0409","Exclude on Combined Table",,,
"XRP0416","Exclude on Combined Table",,,
"XRP0423","Exclude on Combined Table",,,
"XRP0507","Exclude on Combined Table",,,
"XRP0514","Exclude on Combined Table",,,
"XRP0521","Exclude on Combined Table",,,
"XRP0604","Exclude on Combined Table",,,
"XRP0611","Exclude on Combined Table",,,
"XRP0618","Exclude on Combined Table",,,
"XRP0702","Exclude on Combined Table",,,
"XRP0709","Exclude on Combined Table",,,
"XRP0716","Exclude on Combined Table",,,
"XRP0723","Exclude on Combined Table",,,
"XRP0806","Exclude on Combined Table",,,
"XRP0813","Exclude on Combined Table",,,
"XRP0820","Exclude on Combined Table",,,
"XRP0903","Exclude on Combined Table",,,
"XRP0910","Exclude on Combined Table",,,
"XRP0917","Exclude on Combined Table",,,
"XRP1001","Exclude on Combined Table",,,
"XRP1008","Exclude on Combined Table",,,
"XRP1015","Exclude on Combined Table",,,
"XRP1022","Exclude on Combined Table",,,
"XRP1105","Exclude on Combined Table",,,
"XRP1112","Exclude on Combined Table",,,
"XRP1119","Exclude on Combined Table",,,
"XRP1203","Exclude on Combined Table",,,
"XRP1210","Exclude on Combined Table",,,
"XRP1217","Exclude on Combined Table",,,
"XRP1224","Exclude on Combined Table",,,
"XRP0107","Exclude on Combined Table",,,
"XRP0114","Exclude on Combined Table",,,
"XRP0121","Exclude on Combined Table",,,
"XRP0204","Exclude on Combined Table",,,
"XRP0211","Exclude on Combined Table",,,
"XRP0218","Exclude on Combined Table",,,
"XRP0304","Exclude on Combined Table",,,
"XRP0311","Exclude on Combined Table",,,
"XRP0318","Exclude on Combined Table",,,
"XRP0401","Exclude on Combined Table",,,
"XRP0408","Exclude on Combined Table",,,
"XRP0415","Exclude on Combined Table",,,
"XRP0422","Exclude on Combined Table",,,
"XRP0506","Exclude on Combined Table",,,
"XRP0513","Exclude on Combined Table",,,
"XRP0520","Exclude on Combined Table",,,
"XRP0603","Exclude on Combined Table",,,
"XRP0610","Exclude on Combined Table",,,
"XRP0617","Exclude on Combined Table",,,
"XRP0701","Exclude on Combined Table",,,
"XRP0708","Exclude on Combined Table",,,
"XRP0715","Exclude on Combined Table",,,
"XRP0722","Exclude on Combined Table",,,
"XRP0805","Exclude on Combined Table",,,
"XRP0812","Exclude on Combined Table",,,
"XRP0819","Exclude on Combined Table",,,
"XRP0902","Exclude on Combined Table",,,
"XRP0909","Exclude on Combined Table",,,
"XRP0916","Exclude on Combined Table",,,
"XRP0923","Exclude on Combined Table",,,
"XRP1007","Exclude on Combined Table",,,
"XRP1014","Exclude on Combined Table",,,
"XRP1021","Exclude on Combined Table",,,
"XRP1104","Exclude on Combined Table",,,
"XRP1111","Exclude on Combined Table",,,
"XRP1118","Exclude on Combined Table",,,
"XRP1202","Exclude on Combined Table",,,
"XRP1209","Exclude on Combined Table",,,
"XRP1216","Exclude on Combined Table",,,
"XRP1223","Exclude on Combined Table",,,
"XRP0106","Exclude on Combined Table",,,
"XRP0113","Exclude on Combined Table",,,
"XRP0120","Exclude on Combined Table",,,
"XRP0203","Exclude on Combined Table",,,
"XRP0210","Exclude on Combined Table",,,
"XRP0217","Exclude on Combined Table",,,
"XRP0303","Exclude on Combined Table",,,
"XRP0310","Exclude on Combined Table",,,
"XRP0317","Exclude on Combined Table",,,
"XRP0324","Exclude on Combined Table",,,
"XRP0407","Exclude on Combined Table",,,
"XRP0414","Exclude on Combined Table",,,
"XRP0421","Exclude on Combined Table",,,
"XRP0505","Exclude on Combined Table",,,
"XRP0512","Exclude on Combined Table",,,
"XRP0519","Exclude on Combined Table",,,
"XRP0602","Exclude on Combined Table",,,
"XRP0609","Exclude on Combined Table",,,
"XRP0616","Exclude on Combined Table",,,
"XRP0623","Exclude on Combined Table",,,
"XRP0707","Exclude on Combined Table",,,
"XRP0714","Exclude on Combined Table",,,
"XRP0721","Exclude on Combined Table",,,
"XRP0804","Exclude on Combined Table",,,
"XRP0811","Exclude on Combined Table",,,
"XRP0818","Exclude on Combined Table",,,
"XRP0901","Exclude on Combined Table",,,
"XRP0908","Exclude on Combined Table",,,
"XRP0915","Exclude on Combined Table",,,
"XRP0922","Exclude on Combined Table",,,
"XRP1006","Exclude on Combined Table",,,
"XRP1013","Exclude on Combined Table",,,
"XRP1020","Exclude on Combined Table",,,
"XRP1103","Exclude on Combined Table",,,
"XRP1110","Exclude on Combined Table",,,
"XRP1117","Exclude on Combined Table",,,
"XRP1201","Exclude on Combined Table",,,
"XRP1208","Exclude on Combined Table",,,
"XRP1215","Exclude on Combined Table",,,
"XRP1222","Exclude on Combined Table",,,
"EOS0823","Exclude on Combined Table",,,
"EOS0906","Exclude on Combined Table",,,
"EOS0913","Exclude on Combined Table",,,
"EOS0920","Exclude on Combined Table",,,
"EOS1004","Exclude on Combined Table",,,
"EOS1011","Exclude on Combined Table",,,
"EOS1018","Exclude on Combined Table",,,
"EOS1101","Exclude on Combined Table",,,
"EOS1108","Exclude on Combined Table",,,
"EOS1115","Exclude on Combined Table",,,
"EOS1122","Exclude on Combined Table",,,
"EOS1206","Exclude on Combined Table",,,
"EOS1213","Exclude on Combined Table",,,
"EOS1220","Exclude on Combined Table",,,
"EOS0103","Exclude on Combined Table",,,
"EOS0110","Exclude on Combined Table",,,
"EOS0117","Exclude on Combined Table",,,
"EOS0124","Exclude on Combined Table",,,
"EOS0207","Exclude on Combined Table",,,
"EOS0214","Exclude on Combined Table",,,
"EOS0221","Exclude on Combined Table",,,
"EOS0306","Exclude on Combined Table",,,
"EOS0313","Exclude on Combined Table",,,
"EOS0320","Exclude on Combined Table",,,
"EOS0403","Exclude on Combined Table",,,
"EOS0410","Exclude on Combined Table",,,
"EOS0417","Exclude on Combined Table",,,
"EOS0501","Exclude on Combined Table",,,
"EOS0508","Exclude on Combined Table",,,
"EOS0515","Exclude on Combined Table",,,
"EOS0522","Exclude on Combined Table",,,
"EOS0605","Exclude on Combined Table",,,
"EOS0612","Exclude on Combined Table",,,
"EOS0619","Exclude on Combined Table",,,
"EOS0703","Exclude on Combined Table",,,
"EOS0710","Exclude on Combined Table",,,
"EOS0717","Exclude on Combined Table",,,
"EOS0724","Exclude on Combined Table",,,
"EOS0807","Exclude on Combined Table",,,
"EOS0814","Exclude on Combined Table",,,
"EOS0821","Exclude on Combined Table",,,
"EOS0904","Exclude on Combined Table",,,
"EOS0911","Exclude on Combined Table",,,
"EOS0918","Exclude on Combined Table",,,
"EOS1002","Exclude on Combined Table",,,
"EOS1009","Exclude on Combined Table",,,
"EOS1016","Exclude on Combined Table",,,
"EOS1023","Exclude on Combined Table",,,
"EOS1106","Exclude on Combined Table",,,
"EOS1113","Exclude on Combined Table",,,
"EOS1120","Exclude on Combined Table",,,
"EOS1204","Exclude on Combined Table",,,
"EOS1211","Exclude on Combined Table",,,
"EOS1218","Exclude on Combined Table",,,
"EOS0101","Exclude on Combined Table",,,
"EOS0108","Exclude on Combined Table",,,
"EOS0115","Exclude on Combined Table",,,
"EOS0122","Exclude on Combined Table",,,
"EOS0205","Exclude on Combined Table",,,
"EOS0212","Exclude on Combined Table",,,
"EOS0219","Exclude on Combined Table",,,
"EOS0305","Exclude on Combined Table",,,
"EOS0312","Exclude on Combined Table",,,
"EOS0319","Exclude on Combined Table",,,
"EOS0402","Exclude on Combined Table",,,
"EOS0409","Exclude on Combined Table",,,
"EOS0416","Exclude on Combined Table",,,
"EOS0423","Exclude on Combined Table",,,
"EOS0507","Exclude on Combined Table",,,
"EOS0514","Exclude on Combined Table",,,
"EOS0521","Exclude on Combined Table",,,
"EOS0604","Exclude on Combined Table",,,
"EOS0611","Exclude on Combined Table",,,
"EOS0618","Exclude on Combined Table",,,
"EOS0702","Exclude on Combined Table",,,
"EOS0709","Exclude on Combined Table",,,
"EOS0716","Exclude on Combined Table",,,
"EOS0723","Exclude on Combined Table",,,
"EOS0806","Exclude on Combined Table",,,
"EOS0813","Exclude on Combined Table",,,
"EOS0820","Exclude on Combined Table",,,
"EOS0903","Exclude on Combined Table",,,
"EOS0910","Exclude on Combined Table",,,
"EOS0917","Exclude on Combined Table",,,
"EOS1001","Exclude on Combined Table",,,
"EOS1008","Exclude on Combined Table",,,
"EOS1015","Exclude on Combined Table",,,
"EOS1022","Exclude on Combined Table",,,
"EOS1105","Exclude on Combined Table",,,
"EOS1112","Exclude on Combined Table",,,
"EOS1119","Exclude on Combined Table",,,
"EOS1203","Exclude on Combined Table",,,
"EOS1210","Exclude on Combined Table",,,
"EOS1217","Exclude on Combined Table",,,
"EOS1224","Exclude on Combined Table",,,
"EOS0107","Exclude on Combined Table",,,
"EOS0114","Exclude on Combined Table",,,
"EOS0121","Exclude on Combined Table",,,
"EOS0204","Exclude on Combined Table",,,
"EOS0211","Exclude on Combined Table",,,
"EOS0218","Exclude on Combined Table",,,
"EOS0304","Exclude on Combined Table",,,
"EOS0311","Exclude on Combined Table",,,
"EOS0318","Exclude on Combined Table",,,
"EOS0401","Exclude on Combined Table",,,
"EOS0408","Exclude on Combined Table",,,
"EOS0415","Exclude on Combined Table",,,
"EOS0422","Exclude on Combined Table",,,
"EOS0506","Exclude on Combined Table",,,
"EOS0513","Exclude on Combined Table",,,
"EOS0520","Exclude on Combined Table",,,
"EOS0603","Exclude on Combined Table",,,
"EOS0610","Exclude on Combined Table",,,
"EOS0617","Exclude on Combined Table",,,
"EOS0701","Exclude on Combined Table",,,
"EOS0708","Exclude on Combined Table",,,
"EOS0715","Exclude on Combined Table",,,
"EOS0722","Exclude on Combined Table",,,
"EOS0805","Exclude on Combined Table",,,
"EOS0812","Exclude on Combined Table",,,
"EOS0819","Exclude on Combined Table",,,
"EOS0902","Exclude on Combined Table",,,
"EOS0909","Exclude on Combined Table",,,
"EOS0916","Exclude on Combined Table",,,
"EOS0923","Exclude on Combined Table",,,
"EOS1007","Exclude on Combined Table",,,
"EOS1014","Exclude on Combined Table",,,
"EOS1021","Exclude on Combined Table",,,
"EOS1104","Exclude on Combined Table",,,
"EOS1111","Exclude on Combined Table",,,
"EOS1118","Exclude on Combined Table",,,
"EOS1202","Exclude on Combined Table",,,
"EOS1209","Exclude on Combined Table",,,
"EOS1216","Exclude on Combined Table",,,
"EOS1223","Exclude on Combined Table",,,
"EOS0106","Exclude on Combined Table",,,
"EOS0113","Exclude on Combined Table",,,
"EOS0120","Exclude on Combined Table",,,
"EOS0203","Exclude on Combined Table",,,
"EOS0210","Exclude on Combined Table",,,
"EOS0217","Exclude on Combined Table",,,
"EOS0303","Exclude on Combined Table",,,
"EOS0310","Exclude on Combined Table",,,
"EOS0317","Exclude on Combined Table",,,
"EOS0324","Exclude on Combined Table",,,
"EOS0407","Exclude on Combined Table",,,
"EOS0414","Exclude on Combined Table",,,
"EOS0421","Exclude on Combined Table",,,
"EOS0505","Exclude on Combined Table",,,
"EOS0512","Exclude on Combined Table",,,
"EOS0519","Exclude on Combined Table",,,
"EOS0602","Exclude on Combined Table",,,
"EOS0609","Exclude on Combined Table",,,
"EOS0616","Exclude on Combined Table",,,
"EOS0623","Exclude on Combined Table",,,
"EOS0707","Exclude on Combined Table",,,
"EOS0714","Exclude on Combined Table",,,
"EOS0721","Exclude on Combined Table",,,
"EOS0804","Exclude on Combined Table",,,
"EOS0811","Exclude on Combined Table",,,
"EOS0818","Exclude on Combined Table",,,
"EOS0901","Exclude on Combined Table",,,
"EOS0908","Exclude on Combined Table",,,
"EOS0915","Exclude on Combined Table",,,
"EOS0922","Exclude on Combined Table",,,
"EOS1006","Exclude on Combined Table",,,
"EOS1013","Exclude on Combined Table",,,
"EOS1020","Exclude on Combined Table",,,
"EOS1103","Exclude on Combined Table",,,
"EOS1110","Exclude on Combined Table",,,
"EOS1117","Exclude on Combined Table",,,
"EOS1201","Exclude on Combined Table",,,
"EOS1208","Exclude on Combined Table",,,
"EOS1215","Exclude on Combined Table",,,
"EOS1222","Exclude on Combined Table",,,
"BCH0823","Exclude on Combined Table",,,
"BCH0906","Exclude on Combined Table",,,
"BCH0913","Exclude on Combined Table",,,
"BCH0920","Exclude on Combined Table",,,
"BCH1004","Exclude on Combined Table",,,
"BCH1011","Exclude on Combined Table",,,
"BCH1018","Exclude on Combined Table",,,
"BCH1101","Exclude on Combined Table",,,
"BCH1108","Exclude on Combined Table",,,
"BCH1115","Exclude on Combined Table",,,
"BCH1122","Exclude on Combined Table",,,
"BCH1206","Exclude on Combined Table",,,
"BCH1213","Exclude on Combined Table",,,
"BCH1220","Exclude on Combined Table",,,
"BCH0103","Exclude on Combined Table",,,
"BCH0110","Exclude on Combined Table",,,
"BCH0117","Exclude on Combined Table",,,
"BCH0124","Exclude on Combined Table",,,
"BCH0207","Exclude on Combined Table",,,
"BCH0214","Exclude on Combined Table",,,
"BCH0221","Exclude on Combined Table",,,
"BCH0306","Exclude on Combined Table",,,
"BCH0313","Exclude on Combined Table",,,
"BCH0320","Exclude on Combined Table",,,
"BCH0403","Exclude on Combined Table",,,
"BCH0410","Exclude on Combined Table",,,
"BCH0417","Exclude on Combined Table",,,
"BCH0501","Exclude on Combined Table",,,
"BCH0508","Exclude on Combined Table",,,
"BCH0515","Exclude on Combined Table",,,
"BCH0522","Exclude on Combined Table",,,
"BCH0605","Exclude on Combined Table",,,
"BCH0612","Exclude on Combined Table",,,
"BCH0619","Exclude on Combined Table",,,
"BCH0703","Exclude on Combined Table",,,
"BCH0710","Exclude on Combined Table",,,
"BCH0717","Exclude on Combined Table",,,
"BCH0724","Exclude on Combined Table",,,
"BCH0807","Exclude on Combined Table",,,
"BCH0814","Exclude on Combined Table",,,
"BCH0821","Exclude on Combined Table",,,
"BCH0904","Exclude on Combined Table",,,
"BCH0911","Exclude on Combined Table",,,
"BCH0918","Exclude on Combined Table",,,
"BCH1002","Exclude on Combined Table",,,
"BCH1009","Exclude on Combined Table",,,
"BCH1016","Exclude on Combined Table",,,
"BCH1023","Exclude on Combined Table",,,
"BCH1106","Exclude on Combined Table",,,
"BCH1113","Exclude on Combined Table",,,
"BCH1120","Exclude on Combined Table",,,
"BCH1204","Exclude on Combined Table",,,
"BCH1211","Exclude on Combined Table",,,
"BCH1218","Exclude on Combined Table",,,
"BCH0101","Exclude on Combined Table",,,
"BCH0108","Exclude on Combined Table",,,
"BCH0115","Exclude on Combined Table",,,
"BCH0122","Exclude on Combined Table",,,
"BCH0205","Exclude on Combined Table",,,
"BCH0212","Exclude on Combined Table",,,
"BCH0219","Exclude on Combined Table",,,
"BCH0305","Exclude on Combined Table",,,
"BCH0312","Exclude on Combined Table",,,
"BCH0319","Exclude on Combined Table",,,
"BCH0402","Exclude on Combined Table",,,
"BCH0409","Exclude on Combined Table",,,
"BCH0416","Exclude on Combined Table",,,
"BCH0423","Exclude on Combined Table",,,
"BCH0507","Exclude on Combined Table",,,
"BCH0514","Exclude on Combined Table",,,
"BCH0521","Exclude on Combined Table",,,
"BCH0604","Exclude on Combined Table",,,
"BCH0611","Exclude on Combined Table",,,
"BCH0618","Exclude on Combined Table",,,
"BCH0702","Exclude on Combined Table",,,
"BCH0709","Exclude on Combined Table",,,
"BCH0716","Exclude on Combined Table",,,
"BCH0723","Exclude on Combined Table",,,
"BCH0806","Exclude on Combined Table",,,
"BCH0813","Exclude on Combined Table",,,
"BCH0820","Exclude on Combined Table",,,
"BCH0903","Exclude on Combined Table",,,
"BCH0910","Exclude on Combined Table",,,
"BCH0917","Exclude on Combined Table",,,
"BCH1001","Exclude on Combined Table",,,
"BCH1008","Exclude on Combined Table",,,
"BCH1015","Exclude on Combined Table",,,
"BCH1022","Exclude on Combined Table",,,
"BCH1105","Exclude on Combined Table",,,
"BCH1112","Exclude on Combined Table",,,
"BCH1119","Exclude on Combined Table",,,
"BCH1203","Exclude on Combined Table",,,
"BCH1210","Exclude on Combined Table",,,
"BCH1217","Exclude on Combined Table",,,
"BCH1224","Exclude on Combined Table",,,
"BCH0107","Exclude on Combined Table",,,
"BCH0114","Exclude on Combined Table",,,
"BCH0121","Exclude on Combined Table",,,
